id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
37261,48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1101,1,-1,0,unknown,2
37262,32,services,married,secondary,no,28,yes,no,cellular,13,may,88,1,370,1,failure,1
37263,47,admin.,married,secondary,no,411,yes,no,cellular,13,may,157,1,-1,0,unknown,1
37264,29,admin.,married,secondary,no,69,yes,no,cellular,13,may,77,4,-1,0,unknown,1
37265,37,management,single,tertiary,no,1339,yes,no,cellular,13,may,96,6,173,4,other,1
37266,52,blue-collar,married,secondary,no,1117,yes,no,cellular,13,may,365,1,-1,0,unknown,1
37267,36,technician,married,secondary,no,55,yes,no,cellular,13,may,38,2,369,4,failure,1
37268,58,retired,married,primary,no,747,yes,yes,telephone,13,may,104,1,-1,0,unknown,1
37269,45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,154,5,176,1,other,1
37270,21,blue-collar,single,secondary,no,292,yes,yes,telephone,13,may,148,4,-1,0,unknown,1
37271,31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,1
37272,35,services,single,secondary,no,143,yes,yes,cellular,13,may,68,1,369,2,other,1
37273,31,admin.,married,secondary,no,879,yes,no,cellular,13,may,394,1,-1,0,unknown,2
37274,59,management,married,secondary,no,771,no,no,telephone,13,may,125,2,370,3,failure,1
37275,39,blue-collar,married,primary,no,1004,yes,no,cellular,13,may,364,2,-1,0,unknown,1
37276,37,blue-collar,married,secondary,no,3173,yes,no,cellular,13,may,179,1,-1,0,unknown,1
37277,35,services,single,secondary,no,-639,yes,yes,cellular,13,may,427,1,-1,0,unknown,1
37278,35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown,1
37279,34,technician,married,secondary,no,-56,yes,no,cellular,13,may,197,2,-1,0,unknown,1
37280,35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,unknown,1
37281,36,management,married,tertiary,no,481,yes,no,cellular,13,may,215,1,175,3,failure,1
37282,36,blue-collar,single,secondary,yes,-1157,yes,no,cellular,13,may,323,2,-1,0,unknown,1
37283,32,management,single,secondary,no,416,yes,no,cellular,13,may,290,1,176,2,failure,1
37284,29,blue-collar,married,secondary,no,1052,yes,no,cellular,13,may,147,1,-1,0,unknown,1
37285,38,blue-collar,single,secondary,no,3344,yes,no,cellular,13,may,143,1,352,5,failure,1
37286,40,services,married,secondary,no,-378,yes,yes,cellular,13,may,541,1,295,6,failure,1
37287,30,services,divorced,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown,1
37288,34,blue-collar,married,secondary,no,7063,yes,no,cellular,13,may,309,1,350,9,failure,1
37289,46,blue-collar,divorced,primary,no,-35,yes,no,cellular,13,may,69,1,-1,0,unknown,1
37290,49,admin.,divorced,primary,no,112,yes,no,cellular,13,may,79,1,-1,0,unknown,1
37291,45,management,divorced,tertiary,yes,-946,yes,no,cellular,13,may,213,1,-1,0,unknown,1
37292,28,technician,single,tertiary,no,1026,yes,no,cellular,13,may,101,3,-1,0,unknown,1
37293,37,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,54,1,300,1,failure,1
37294,30,services,divorced,secondary,no,341,yes,no,cellular,13,may,54,1,174,1,success,1
37295,34,self-employed,single,tertiary,no,1798,yes,no,cellular,13,may,196,3,-1,0,unknown,1
37296,39,blue-collar,married,secondary,no,1360,yes,no,cellular,13,may,247,1,-1,0,unknown,1
37297,41,admin.,married,secondary,no,158,yes,no,cellular,13,may,426,1,50,2,failure,1
37298,44,blue-collar,divorced,secondary,no,338,yes,no,cellular,13,may,133,1,370,1,failure,1
37299,37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,unknown,1
37300,33,services,married,secondary,no,162,yes,no,cellular,13,may,135,1,364,2,failure,1
37301,35,blue-collar,divorced,secondary,no,0,yes,no,cellular,13,may,404,2,-1,0,unknown,1
37302,51,admin.,married,secondary,no,42,yes,no,cellular,13,may,80,2,-1,0,unknown,1
37303,51,blue-collar,divorced,primary,no,37,yes,no,cellular,13,may,341,1,-1,0,unknown,1
37304,39,blue-collar,married,primary,no,499,yes,no,cellular,13,may,156,1,-1,0,unknown,1
37305,30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,2
37306,50,services,married,secondary,no,481,yes,no,cellular,13,may,168,1,-1,0,unknown,1
37307,45,blue-collar,divorced,primary,no,-69,yes,no,cellular,13,may,118,2,-1,0,unknown,1
37308,44,blue-collar,divorced,primary,no,70,yes,no,cellular,13,may,176,1,-1,0,unknown,1
37309,32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,299,2,failure,1
37310,34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,-1,0,unknown,2
37311,55,blue-collar,divorced,unknown,no,276,yes,no,cellular,13,may,35,1,-1,0,unknown,1
37312,37,housemaid,divorced,secondary,no,1040,yes,no,cellular,13,may,199,1,173,2,failure,1
37313,31,blue-collar,married,primary,no,951,yes,no,cellular,13,may,206,1,-1,0,unknown,1
37314,42,blue-collar,married,primary,no,969,yes,no,cellular,13,may,721,1,-1,0,unknown,1
37315,32,blue-collar,married,secondary,no,-64,yes,no,cellular,13,may,641,1,-1,0,unknown,1
37316,43,management,divorced,secondary,no,229,yes,yes,cellular,13,may,163,1,-1,0,unknown,1
37317,33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,-1,0,unknown,2
37318,47,blue-collar,married,primary,no,-169,no,yes,cellular,13,may,234,1,349,3,failure,1
37319,32,management,single,tertiary,no,593,yes,no,cellular,13,may,86,3,-1,0,unknown,1
37320,43,self-employed,divorced,secondary,no,484,yes,no,cellular,13,may,180,2,173,6,failure,1
37321,34,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,68,4,357,3,success,1
37322,29,entrepreneur,married,secondary,no,5918,yes,no,cellular,13,may,103,1,-1,0,unknown,1
37323,59,blue-collar,married,primary,no,-91,yes,no,cellular,13,may,239,1,369,5,failure,1
37324,47,management,married,secondary,no,623,yes,no,cellular,13,may,102,6,-1,0,unknown,1
37325,45,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,13,may,325,2,-1,0,unknown,1
37326,45,blue-collar,married,tertiary,no,23,yes,yes,cellular,13,may,234,3,-1,0,unknown,1
37327,56,management,divorced,primary,no,26,yes,no,cellular,13,may,194,4,359,2,other,1
37328,37,blue-collar,married,secondary,no,513,yes,no,cellular,13,may,134,1,362,3,failure,1
37329,52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,-1,0,unknown,2
37330,29,technician,single,secondary,no,0,yes,yes,cellular,13,may,77,4,-1,0,unknown,1
37331,48,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,674,1,-1,0,unknown,2
37332,32,management,divorced,tertiary,no,1804,yes,no,cellular,13,may,122,1,355,1,failure,1
37333,37,management,single,tertiary,no,0,yes,no,cellular,13,may,109,1,344,1,failure,1
37334,50,management,married,primary,no,117,yes,no,telephone,13,may,216,4,-1,0,unknown,1
37335,36,blue-collar,single,primary,no,1959,yes,no,cellular,13,may,1966,1,-1,0,unknown,1
37336,36,management,single,tertiary,no,1,yes,no,cellular,13,may,131,1,-1,0,unknown,1
37337,33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,622,3,-1,0,unknown,2
37338,59,admin.,married,secondary,no,506,yes,no,cellular,13,may,281,1,-1,0,unknown,1
37339,37,blue-collar,married,secondary,no,198,yes,no,cellular,13,may,156,5,369,2,failure,1
37340,35,blue-collar,single,secondary,no,546,yes,no,cellular,13,may,161,2,-1,0,unknown,1
37341,30,blue-collar,married,primary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,1
37342,40,services,divorced,secondary,no,282,yes,no,cellular,13,may,240,1,300,1,failure,1
37343,34,unemployed,married,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown,1
37344,31,blue-collar,married,secondary,no,864,yes,yes,cellular,13,may,127,1,-1,0,unknown,1
37345,31,blue-collar,married,secondary,no,1078,yes,no,cellular,13,may,248,1,330,3,other,1
37346,36,blue-collar,married,primary,no,679,yes,yes,cellular,13,may,115,1,-1,0,unknown,1
37347,44,management,single,secondary,no,-228,yes,yes,cellular,13,may,38,1,362,2,failure,1
37348,27,entrepreneur,married,tertiary,no,79,yes,yes,cellular,13,may,201,1,369,3,failure,1
37349,25,self-employed,single,tertiary,no,882,yes,no,cellular,13,may,341,1,-1,0,unknown,1
37350,30,student,single,tertiary,no,228,yes,no,cellular,13,may,314,2,-1,0,unknown,2
37351,36,services,married,tertiary,no,702,yes,no,cellular,13,may,52,4,-1,0,unknown,1
37352,36,management,single,secondary,no,1331,yes,no,cellular,13,may,77,3,174,1,other,1
37353,40,blue-collar,single,primary,no,147,yes,no,cellular,13,may,109,1,-1,0,unknown,1
37354,30,admin.,single,secondary,no,186,yes,no,cellular,13,may,390,1,-1,0,unknown,1
37355,32,blue-collar,single,primary,no,180,yes,no,cellular,13,may,804,1,-1,0,unknown,1
37356,51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,1
37357,37,management,single,tertiary,no,2576,yes,no,cellular,13,may,417,1,-1,0,unknown,1
37358,35,management,single,tertiary,no,1396,yes,no,cellular,13,may,809,1,300,1,failure,2
37359,38,services,married,secondary,no,780,yes,no,cellular,13,may,262,1,343,5,failure,1
37360,35,self-employed,single,tertiary,no,670,no,yes,cellular,13,may,44,1,-1,0,unknown,1
37361,35,technician,married,secondary,no,1546,yes,no,cellular,13,may,156,1,174,4,failure,1
37362,39,technician,married,secondary,no,4741,yes,no,cellular,13,may,166,1,338,10,failure,1
37363,30,management,single,tertiary,no,365,yes,no,cellular,13,may,76,3,-1,0,unknown,1
37364,33,blue-collar,single,secondary,no,185,yes,no,cellular,13,may,298,1,-1,0,unknown,1
37365,37,blue-collar,married,secondary,no,208,no,no,cellular,13,may,466,1,-1,0,unknown,1
37366,51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,296,11,failure,2
37367,35,blue-collar,married,secondary,no,0,yes,yes,cellular,13,may,291,8,293,1,failure,1
37368,35,blue-collar,married,secondary,no,328,yes,no,cellular,13,may,484,3,364,1,other,1
37369,26,admin.,single,secondary,no,0,yes,no,cellular,13,may,204,3,-1,0,unknown,1
37370,57,blue-collar,married,primary,no,649,yes,no,cellular,13,may,169,2,-1,0,unknown,1
37371,23,services,single,secondary,no,292,yes,no,cellular,13,may,437,2,-1,0,unknown,1
37372,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,2
37373,35,admin.,single,tertiary,no,153,yes,no,cellular,13,may,37,3,302,3,other,1
37374,31,blue-collar,married,secondary,no,295,yes,yes,cellular,13,may,193,3,344,1,other,1
37375,41,management,single,tertiary,no,3371,yes,yes,cellular,13,may,204,2,-1,0,unknown,1
37376,43,blue-collar,divorced,secondary,no,47,yes,yes,cellular,13,may,163,2,370,1,failure,1
37377,36,management,single,tertiary,no,181,yes,no,cellular,13,may,159,2,278,4,failure,1
37378,59,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,3,-1,0,unknown,2
37379,55,management,married,primary,no,1691,yes,no,cellular,13,may,358,2,174,1,failure,1
37380,34,blue-collar,married,secondary,no,467,yes,no,cellular,13,may,195,2,357,2,failure,1
37381,44,management,divorced,tertiary,no,388,yes,no,telephone,13,may,246,2,370,2,success,1
37382,40,blue-collar,divorced,secondary,no,635,yes,no,cellular,13,may,122,2,-1,0,unknown,1
37383,52,blue-collar,married,secondary,no,5828,yes,no,telephone,13,may,276,2,-1,0,unknown,1
37384,34,blue-collar,single,secondary,no,283,yes,no,cellular,13,may,151,2,-1,0,unknown,1
37385,27,services,single,secondary,no,223,yes,yes,cellular,13,may,297,2,-1,0,unknown,1
37386,40,blue-collar,married,secondary,no,125,yes,no,cellular,13,may,119,2,370,1,failure,1
37387,33,entrepreneur,single,tertiary,no,1481,yes,no,cellular,13,may,172,3,173,1,other,1
37388,44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,788,3,363,4,other,1
37389,50,blue-collar,married,tertiary,no,267,yes,no,cellular,13,may,187,3,-1,0,unknown,1
37390,33,management,divorced,tertiary,no,5550,yes,no,cellular,13,may,124,2,278,4,failure,1
37391,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,2
37392,35,services,married,secondary,no,102,yes,no,cellular,13,may,252,5,-1,0,unknown,1
37393,47,admin.,divorced,tertiary,no,846,yes,no,cellular,13,may,85,2,370,2,failure,1
37394,34,management,single,tertiary,no,29,yes,no,cellular,13,may,248,2,-1,0,unknown,1
37395,35,blue-collar,married,secondary,no,2737,yes,no,cellular,13,may,199,3,-1,0,unknown,1
37396,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,482,2,-1,0,unknown,2
37397,37,services,single,tertiary,no,72,yes,no,cellular,13,may,98,2,370,1,failure,1
37398,51,blue-collar,divorced,secondary,no,581,yes,no,cellular,13,may,107,7,173,2,other,1
37399,22,management,single,tertiary,no,374,yes,no,cellular,13,may,158,5,-1,0,unknown,1
37400,36,services,single,secondary,no,328,yes,no,cellular,13,may,194,3,-1,0,unknown,1
37401,40,blue-collar,divorced,unknown,no,528,yes,no,cellular,13,may,340,2,357,5,failure,1
37402,33,blue-collar,married,secondary,no,540,no,yes,cellular,13,may,88,2,-1,0,unknown,1
37403,37,blue-collar,married,secondary,no,426,yes,no,cellular,13,may,323,3,345,3,failure,1
37404,31,blue-collar,single,secondary,no,2194,no,no,cellular,13,may,275,2,357,1,other,1
37405,44,management,married,tertiary,no,12392,yes,no,cellular,13,may,177,3,343,1,other,1
37406,29,blue-collar,married,primary,no,97,yes,no,cellular,13,may,431,2,-1,0,unknown,1
37407,53,management,married,tertiary,no,-1112,yes,no,cellular,13,may,53,3,308,1,failure,1
37408,33,blue-collar,married,primary,no,410,yes,no,cellular,13,may,396,2,355,2,failure,1
37409,30,services,married,secondary,no,2191,yes,no,cellular,13,may,157,4,-1,0,unknown,1
37410,60,management,married,primary,no,-70,yes,no,cellular,13,may,65,2,-1,0,unknown,1
37411,41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,2
37412,26,admin.,single,secondary,no,96,yes,no,cellular,13,may,612,2,348,3,other,1
37413,32,self-employed,married,secondary,no,8,yes,yes,cellular,13,may,251,2,-1,0,unknown,1
37414,38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,1
37415,57,management,divorced,tertiary,no,408,yes,no,cellular,13,may,402,2,351,1,failure,1
37416,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,2
37417,39,admin.,married,secondary,no,9618,yes,no,cellular,13,may,94,2,338,1,failure,1
37418,37,management,single,secondary,no,1572,no,no,cellular,13,may,499,3,-1,0,unknown,1
37419,47,admin.,married,secondary,no,642,yes,no,cellular,13,may,197,2,363,2,other,1
37420,44,technician,single,secondary,no,33,yes,no,cellular,13,may,195,3,351,10,failure,1
37421,25,blue-collar,single,primary,no,-289,yes,no,telephone,13,may,56,2,-1,0,unknown,1
37422,57,services,single,primary,no,3777,yes,no,telephone,13,may,65,2,-1,0,unknown,1
37423,43,blue-collar,married,primary,no,794,yes,no,cellular,13,may,38,3,-1,0,unknown,1
37424,37,blue-collar,married,secondary,no,-308,yes,no,cellular,13,may,168,4,310,11,failure,1
37425,45,blue-collar,married,secondary,no,577,yes,no,cellular,13,may,154,2,350,3,failure,1
37426,27,admin.,married,secondary,no,249,yes,no,cellular,13,may,307,2,-1,0,unknown,1
37427,42,services,single,tertiary,no,94,yes,no,cellular,13,may,45,4,-1,0,unknown,1
37428,45,management,married,tertiary,no,54,yes,no,telephone,13,may,107,3,-1,0,unknown,1
37429,37,services,married,secondary,no,1328,yes,no,telephone,13,may,121,2,341,4,failure,1
37430,42,blue-collar,married,secondary,no,-336,yes,no,cellular,13,may,318,3,303,2,failure,1
37431,35,technician,married,secondary,no,712,yes,yes,cellular,13,may,255,2,264,5,failure,1
37432,41,self-employed,married,secondary,no,305,yes,no,cellular,13,may,174,2,-1,0,unknown,1
37433,53,admin.,married,primary,no,234,yes,no,telephone,13,may,53,7,-1,0,unknown,1
37434,39,management,single,tertiary,no,93,yes,yes,cellular,13,may,196,2,331,3,failure,1
37435,35,blue-collar,single,secondary,no,8040,yes,no,cellular,13,may,173,2,-1,0,unknown,1
37436,60,management,divorced,secondary,no,0,yes,no,telephone,13,may,65,4,350,6,failure,1
37437,47,blue-collar,married,primary,no,6150,yes,no,cellular,13,may,444,2,174,2,failure,1
37438,32,blue-collar,married,secondary,no,210,yes,no,cellular,13,may,308,3,364,1,other,1
37439,46,blue-collar,married,primary,no,5461,yes,no,cellular,13,may,562,2,174,2,success,1
37440,29,blue-collar,single,secondary,no,1550,yes,yes,cellular,13,may,228,3,-1,0,unknown,1
37441,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,2
37442,49,services,married,secondary,no,2409,yes,no,cellular,13,may,272,4,293,2,failure,1
37443,39,blue-collar,married,primary,no,640,yes,no,cellular,13,may,220,4,370,2,other,1
37444,35,services,single,secondary,no,0,yes,no,cellular,13,may,419,2,-1,0,unknown,1
37445,34,blue-collar,married,primary,no,3,yes,no,cellular,13,may,369,2,-1,0,unknown,1
37446,43,services,single,secondary,no,550,yes,no,cellular,13,may,107,2,-1,0,unknown,1
37447,36,management,divorced,tertiary,no,-978,yes,no,cellular,13,may,62,3,-1,0,unknown,1
37448,31,admin.,single,secondary,no,507,yes,no,cellular,13,may,65,2,299,3,other,1
37449,58,management,married,tertiary,no,4152,yes,no,cellular,13,may,76,7,13,6,success,1
37450,51,technician,married,secondary,no,-491,yes,yes,cellular,13,may,805,2,-1,0,unknown,1
37451,51,blue-collar,married,secondary,no,707,yes,no,telephone,13,may,97,5,-1,0,unknown,1
37452,36,blue-collar,married,secondary,no,330,yes,no,cellular,13,may,777,2,-1,0,unknown,1
37453,57,blue-collar,married,secondary,no,25,yes,no,cellular,13,may,378,2,359,1,failure,1
37454,46,management,married,tertiary,no,1103,yes,no,cellular,13,may,185,2,278,3,failure,1
37455,42,services,single,secondary,no,-193,yes,no,cellular,13,may,1805,4,-1,0,unknown,1
37456,41,services,divorced,secondary,no,654,yes,no,cellular,13,may,139,2,-1,0,unknown,1
37457,42,management,divorced,tertiary,no,47,yes,no,cellular,13,may,222,2,370,1,failure,1
37458,34,management,single,tertiary,no,3821,yes,no,cellular,13,may,649,2,-1,0,unknown,2
37459,31,services,single,secondary,no,222,yes,no,cellular,13,may,168,2,-1,0,unknown,1
37460,35,blue-collar,married,primary,no,445,yes,no,cellular,13,may,237,2,363,2,other,1
37461,47,blue-collar,married,primary,no,3067,yes,no,cellular,13,may,141,2,-1,0,unknown,1
37462,39,blue-collar,married,secondary,no,41,yes,no,cellular,13,may,135,3,-1,0,unknown,1
37463,43,management,married,tertiary,no,1264,yes,no,cellular,13,may,102,2,-1,0,unknown,1
37464,56,technician,married,unknown,no,84,yes,no,cellular,13,may,65,2,370,1,failure,1
37465,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other,1
37466,46,services,divorced,secondary,no,2268,yes,no,cellular,13,may,281,3,-1,0,unknown,1
37467,36,services,married,secondary,no,-302,yes,no,cellular,13,may,36,2,-1,0,unknown,1
37468,47,blue-collar,divorced,primary,no,409,yes,no,cellular,13,may,143,2,364,1,other,1
37469,38,blue-collar,married,primary,no,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,1
37470,34,blue-collar,married,secondary,no,3778,yes,no,telephone,13,may,259,3,-1,0,unknown,1
37471,31,services,married,secondary,no,143,yes,no,cellular,13,may,221,2,-1,0,unknown,1
37472,35,unemployed,single,secondary,no,9,yes,no,cellular,13,may,84,2,364,2,failure,1
37473,42,management,married,tertiary,no,1162,yes,no,cellular,13,may,406,5,364,1,other,1
37474,41,blue-collar,married,secondary,no,-664,yes,yes,cellular,13,may,185,4,-1,0,unknown,1
37475,45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,failure,1
37476,31,unemployed,married,tertiary,no,232,yes,no,cellular,13,may,53,3,-1,0,unknown,1
37477,51,services,married,secondary,no,107,yes,no,telephone,13,may,99,2,369,4,failure,1
37478,34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,254,2,299,3,failure,1
37479,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,0,unknown,2
37480,33,blue-collar,married,primary,no,324,yes,no,cellular,13,may,217,2,-1,0,unknown,1
37481,51,blue-collar,married,primary,no,1203,yes,yes,telephone,13,may,25,4,350,7,failure,1
37482,38,technician,single,tertiary,no,69,yes,no,cellular,13,may,253,3,-1,0,unknown,1
37483,40,blue-collar,married,primary,no,104,yes,no,cellular,13,may,277,2,343,2,failure,1
37484,36,blue-collar,married,primary,no,2040,yes,no,cellular,13,may,125,2,-1,0,unknown,1
37485,37,admin.,married,secondary,no,68,yes,yes,cellular,13,may,151,2,351,1,failure,1
37486,30,blue-collar,single,primary,no,17,yes,no,cellular,13,may,125,3,-1,0,unknown,1
37487,35,housemaid,single,secondary,no,-122,yes,yes,cellular,13,may,97,5,-1,0,unknown,1
37488,52,management,divorced,secondary,no,-607,yes,no,cellular,13,may,449,6,-1,0,unknown,1
37489,34,blue-collar,married,secondary,no,113,yes,no,cellular,13,may,16,2,-1,0,unknown,1
37490,45,admin.,married,secondary,no,358,yes,no,cellular,13,may,134,2,-1,0,unknown,1
37491,35,blue-collar,married,secondary,no,635,yes,no,cellular,13,may,265,2,-1,0,unknown,1
37492,36,blue-collar,married,primary,no,38,yes,yes,cellular,13,may,285,2,335,1,other,1
37493,49,admin.,single,primary,no,655,yes,no,cellular,13,may,32,5,-1,0,unknown,1
37494,42,blue-collar,married,primary,no,21,yes,no,cellular,13,may,383,5,288,11,other,1
37495,52,management,married,tertiary,no,0,yes,no,telephone,13,may,179,3,257,6,other,1
37496,55,retired,married,secondary,no,1279,yes,no,cellular,13,may,446,3,357,8,other,1
37497,33,blue-collar,married,primary,no,142,yes,no,cellular,13,may,136,5,-1,0,unknown,1
37498,44,admin.,divorced,tertiary,no,994,yes,no,cellular,13,may,420,3,-1,0,unknown,1
37499,39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,513,3,176,2,failure,1
37500,40,management,married,tertiary,no,342,yes,no,cellular,13,may,133,4,-1,0,unknown,1
37501,42,services,married,secondary,no,108,yes,yes,cellular,13,may,225,2,365,7,failure,1
37502,32,blue-collar,married,secondary,no,335,yes,no,cellular,13,may,240,3,370,1,failure,1
37503,27,management,single,tertiary,no,205,no,no,cellular,13,may,204,3,-1,0,unknown,1
37504,35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135,2,370,2,failure,1
37505,47,blue-collar,married,unknown,no,878,yes,no,cellular,13,may,245,4,-1,0,unknown,1
37506,30,technician,single,tertiary,no,106,yes,no,cellular,13,may,119,3,-1,0,unknown,1
37507,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,0,unknown,2
37508,29,services,married,secondary,no,182,yes,no,telephone,13,may,38,3,-1,0,unknown,1
37509,48,technician,married,secondary,no,-38,yes,no,cellular,13,may,331,3,-1,0,unknown,1
37510,33,technician,married,secondary,no,668,yes,yes,cellular,13,may,771,2,173,4,other,1
37511,32,services,married,tertiary,no,4908,no,yes,cellular,13,may,491,2,-1,0,unknown,1
37512,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,2,failure,2
37513,32,technician,single,tertiary,no,0,yes,yes,cellular,13,may,440,2,-1,0,unknown,2
37514,55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other,1
37515,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,2
37516,37,blue-collar,married,secondary,no,121,yes,yes,cellular,13,may,302,4,-1,0,unknown,1
37517,31,services,single,secondary,no,1510,yes,no,cellular,13,may,72,4,176,1,failure,1
37518,44,services,married,secondary,no,4837,yes,no,cellular,13,may,324,3,-1,0,unknown,1
37519,53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,-1,0,unknown,2
37520,41,management,married,tertiary,no,1204,yes,yes,cellular,13,may,310,2,-1,0,unknown,1
37521,52,entrepreneur,married,secondary,no,3332,yes,yes,cellular,13,may,182,4,-1,0,unknown,1
37522,35,blue-collar,single,unknown,no,597,yes,no,cellular,13,may,1309,2,-1,0,unknown,1
37523,38,unemployed,single,secondary,no,1354,yes,no,cellular,13,may,364,2,343,4,failure,1
37524,49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,13,may,36,9,173,1,failure,1
37525,29,blue-collar,single,primary,no,1768,yes,no,cellular,13,may,426,3,344,1,other,1
37526,35,technician,married,secondary,no,-255,yes,no,cellular,13,may,196,3,265,2,failure,1
37527,33,technician,single,secondary,no,181,yes,no,cellular,13,may,25,7,-1,0,unknown,1
37528,32,blue-collar,married,secondary,no,-446,no,no,cellular,13,may,126,2,344,1,failure,1
37529,39,management,single,tertiary,no,30,yes,no,cellular,13,may,201,3,-1,0,unknown,1
37530,42,services,divorced,secondary,no,83,no,no,cellular,13,may,300,5,358,6,failure,1
37531,35,services,divorced,secondary,no,78,yes,no,telephone,13,may,630,3,371,3,failure,1
37532,47,services,single,secondary,no,897,yes,no,telephone,13,may,48,4,176,2,failure,1
37533,45,admin.,married,secondary,no,1501,yes,no,cellular,13,may,189,3,-1,0,unknown,1
37534,30,management,single,tertiary,no,2,yes,yes,cellular,13,may,305,8,-1,0,unknown,1
37535,32,technician,married,tertiary,no,396,yes,no,cellular,13,may,205,3,-1,0,unknown,1
37536,27,student,single,secondary,no,89,yes,no,cellular,14,may,68,3,-1,0,unknown,1
37537,35,services,married,secondary,no,1417,yes,no,cellular,14,may,65,3,-1,0,unknown,1
37538,34,management,married,tertiary,no,186,yes,no,cellular,14,may,115,3,-1,0,unknown,1
37539,32,services,single,secondary,no,385,yes,no,cellular,14,may,247,2,-1,0,unknown,1
37540,51,entrepreneur,married,secondary,no,934,yes,yes,cellular,14,may,164,3,-1,0,unknown,1
37541,28,blue-collar,single,secondary,no,5,yes,no,cellular,14,may,178,2,360,3,failure,1
37542,26,services,single,tertiary,no,130,yes,no,cellular,14,may,24,7,302,1,failure,1
37543,29,admin.,single,secondary,no,65,yes,no,cellular,14,may,9,6,-1,0,unknown,1
37544,38,management,divorced,tertiary,no,1149,yes,no,cellular,14,may,91,4,-1,0,unknown,1
37545,42,blue-collar,married,primary,no,1398,no,no,telephone,14,may,36,6,-1,0,unknown,1
37546,31,management,married,tertiary,no,22546,yes,no,cellular,14,may,8,6,267,4,failure,1
37547,37,services,married,secondary,no,1140,yes,no,cellular,14,may,33,3,-1,0,unknown,1
37548,37,blue-collar,married,secondary,no,3269,yes,yes,cellular,14,may,121,2,-1,0,unknown,1
37549,28,blue-collar,married,primary,no,674,yes,no,telephone,14,may,921,4,-1,0,unknown,1
37550,30,blue-collar,married,secondary,no,2583,yes,no,cellular,14,may,436,3,-1,0,unknown,1
37551,35,blue-collar,married,unknown,no,568,yes,no,cellular,14,may,119,2,293,1,failure,1
37552,35,blue-collar,single,primary,no,1284,yes,no,telephone,14,may,13,5,-1,0,unknown,1
37553,45,blue-collar,married,primary,no,528,yes,no,cellular,14,may,16,7,-1,0,unknown,1
37554,40,blue-collar,single,primary,no,2226,yes,no,telephone,14,may,7,7,-1,0,unknown,1
37555,34,services,single,secondary,no,183,yes,no,cellular,14,may,259,4,-1,0,unknown,1
37556,55,entrepreneur,divorced,tertiary,no,903,yes,no,telephone,14,may,536,3,-1,0,unknown,1
